6656	0.12213740458015267,-0.9465648854961832,1.9389312977099236,0.292724609375,-0.96435546875,0.005615234375
20992	1.9389312977099236,0.08396946564885496,0.16793893129770993,0.289306640625,-0.94873046875,0.00244140625
34816	-0.7022900763358778,-0.061068702290076333,-0.2366412213740458,0.2880859375,-0.970703125,-0.011962890625
48640	-0.26717557251908397,0.04580152671755725,-0.1450381679389313,0.272216796875,-0.98291015625,0.0078125
62464	-0.42748091603053434,0.10687022900763359,-0.4122137404580153,0.276123046875,-0.97314453125,-0.003662109375
76800	-0.20610687022900764,-0.03816793893129771,-0.366412213740458,0.2998046875,-0.947998046875,-0.032470703125
90112	-0.20610687022900764,0.5267175572519084,-0.32061068702290074,0.301513671875,-0.958251953125,-0.002197265625
103424	-0.1297709923664122,0.3816793893129771,-0.22137404580152673,0.3017578125,-0.978515625,-0.028076171875
117760	-0.13740458015267176,0.40458015267175573,-0.061068702290076333,0.298583984375,-0.968017578125,0.03076171875
133120	-0.3893129770992366,-0.2366412213740458,-0.183206106870229,0.293701171875,-0.958251953125,0.029541015625
146944	-1.0458015267175573,-0.6106870229007634,-0.2748091603053435,0.2998046875,-0.973388671875,0.009765625
160768	-0.16793893129770993,0.22900763358778625,-0.3282442748091603,0.295166015625,-0.95751953125,0.0009765625
175104	-0.13740458015267176,-0.061068702290076333,-0.4351145038167939,0.296142578125,-0.954833984375,0.010009765625
188928	-0.19083969465648856,0.16030534351145037,-0.09923664122137404,0.30615234375,-0.96826171875,-0.017578125
202240	-0.16030534351145037,0.183206106870229,-0.20610687022900764,0.29736328125,-0.95654296875,-0.009765625
217088	-0.31297709923664124,0.6335877862595419,-0.06870229007633588,0.299072265625,-0.97314453125,-0.010498046875
230912	-0.1984732824427481,0.2824427480916031,-0.061068702290076333,0.305419921875,-0.962646484375,0.021240234375
245248	-0.22137404580152673,0.366412213740458,0.022900763358778626,0.283203125,-0.953369140625,0.04541015625
259072	-0.3511450381679389,0.25190839694656486,-0.15267175572519084,0.27978515625,-0.972412109375,0.029296875
272896	-0.5954198473282443,0.16793893129770993,-0.183206106870229,0.28955078125,-0.96728515625,0.021484375
286720	-0.7938931297709924,-0.13740458015267176,-0.12213740458015267,0.283203125,-0.96484375,0.016845703125
300544	-0.549618320610687,0.16793893129770993,-0.17557251908396945,0.29541015625,-0.970703125,-0.004150390625
315392	-0.6717557251908397,-0.22137404580152673,-0.17557251908396945,0.283447265625,-0.95947265625,-0.0048828125
329216	0.2748091603053435,0.648854961832061,-0.3282442748091603,0.277099609375,-0.9619140625,-0.0048828125
343552	0.3053435114503817,0.366412213740458,-0.12213740458015267,0.269775390625,-0.96435546875,-0.01025390625
357376	-0.16793893129770993,0.45038167938931295,-0.17557251908396945,0.274169921875,-0.965087890625,0.01416015625
371712	-0.22900763358778625,0.4198473282442748,-0.17557251908396945,0.266845703125,-0.973388671875,0.014404296875
385536	-0.2824427480916031,-0.08396946564885496,-0.16793893129770993,0.27490234375,-0.98193359375,0.01025390625
399872	-0.29770992366412213,0.33587786259541985,-0.09923664122137404,0.265625,-0.967529296875,-0.000244140625
413184	-0.4961832061068702,-1.9541984732824427,-0.0916030534351145,0.28125,-0.969482421875,-0.008056640625
428032	-0.5954198473282443,0.16793893129770993,-0.1984732824427481,0.27880859375,-0.9716796875,-0.02490234375
441856	-0.6030534351145038,-0.22900763358778625,-0.061068702290076333,0.284912109375,-0.962158203125,-0.02734375
456192	0.007633587786259542,0.3282442748091603,-0.2748091603053435,0.281982421875,-0.978759765625,-0.044921875
470016	0.05343511450381679,0.3053435114503817,-0.1297709923664122,0.2783203125,-0.983154296875,0.00048828125
483840	0.32061068702290074,-0.3511450381679389,-0.022900763358778626,0.2685546875,-0.96484375,0.0068359375
498688	-0.549618320610687,0.007633587786259542,0.030534351145038167,0.275634765625,-0.969970703125,0.00341796875
512000	-0.6641221374045801,0.5572519083969466,-0.06870229007633588,0.25048828125,-0.965087890625,-0.043701171875
526848	-0.4198473282442748,0.022900763358778626,-0.24427480916030533,0.275634765625,-0.956787109375,-0.025146484375
540160	-0.1297709923664122,0.3893129770992366,-0.183206106870229,0.2705078125,-0.9638671875,-0.025146484375
553984	-0.007633587786259542,0.16030534351145037,-0.1450381679389313,0.268310546875,-0.97900390625,-0.0419921875
568320	0.25190839694656486,0.6030534351145038,-0.1297709923664122,0.265869140625,-0.972412109375,-0.004150390625
582656	0.04580152671755725,0.21374045801526717,0.04580152671755725,0.2529296875,-0.97216796875,0.020751953125
596480	-0.6259541984732825,0.3435114503816794,0.13740458015267176,0.255126953125,-0.974365234375,0.005126953125
610304	-0.09923664122137404,0.007633587786259542,-0.1450381679389313,0.234130859375,-0.965576171875,-0.02490234375
